Lable	Lemmas
1	moral shrapnel mental shellshock linger long film end
0	pc stability notwithstanding film suffer simplistic narrative pat fairy tale conclusion
0	birot directorial debut co-wrote script christophe honoré much bad bland
1	light chill heavy atmospheric weirdness moment jaw droppingly odd behavior find weirdly appeal
0	lame haphazard teen comedy
0	average science fiction film
0	formula trite even yu high energy action styling break stupor
1	certainly win award plot department set pretension deliver big time
1	though overall overwhelmingly positive portrayal film ignore problematic aspect brown life
1	float narrative remarkably accessible haunt film
1	read lip view treasure extraordinary intelligence originality well lyrical variation game love
0	tired old gag modernize extreme sport generation already many film
1	exhilarate experience
1	music special little special music sell many record help change nation
0	remarkable frustrating thing world traveler open today manhattan protagonist object intense scrutiny minute remain complete blank
0	apallingly absurd chemistry lack newton wahlberg turn imax theater black white portable tv
0	many benjamin element feel patch episode miami vice
0	deep six compulsion catalog every bodily fluid gag mary devise parallel clone gag
1	atom egoyan conjure multilayer work tackle number fascinating issue
0	hearst enormous yacht slow unwieldy take long time reach destination
0	autopilot hollywood concoction lack imagination authentic christmas spirit gear audience full master
0	inspire field creative think film detriment much cinematic collage polemical tract
0	compendium solondz worst instinct minute
1	daytime soap opera actually compelling look young woman tragic odyssey
1	open strain average white band pick piece feel love
1	watch sense openness little surprise
1	rare family movie genuine sweet rely animation dumb humor
0	stink start finish wet burlap sack gloom
0	strenuously unfunny showtime deserve hook
0	next mother car
0	fincher take apparent joy make movie give none audience
0	eventually arrive heart simple reflection meditation
0	offer new insight matter character exactly spring life
0	morose little soap opera vapid insensitive people take turn hurt feature length adaptation marriage save column lady home journal
0	determined ennui-hobble slog really much say news flash loneliness make people act weird
0	thing sure movie tell whole lot lily chou chou
1	thoughtful unflinching examination alternative lifestyle sex stranger success
1	hokey super cool definitely hurry sit back relax laugh little one get fuzzy treat
0	carry wafer thin movie nimble shoulder chan wade putrid writing direction timing smile say stay positive maybe channel greatest picture drunken master
1	assure glossy shoot brittle desperation
1	probably best case christianity chesterton lewis
1	way home ode unconditional love compassion garner year see condition old privy often misconstrued weakness
1	love every minute film
0	put primitive murderer high tech space station unleashes pandora box special effect run gamut cheesy cheesier cheesiest
1	bourne identity summer screen escapism use decade gear grownup
1	yes rote work predictable philosophical visual come right end extravagantly redeem
0	sure filmmaker disagree honestly see point visual rorschach test fail
1	less cinematically powerful quietly deeply move powerful
0	hudlin stick try light fire soggy leave
0	big fat pain
1	celebrate sundance slight comedy manners win performance glossy glib charm hard beat
1	much enjoyable watch enlightening listen new side previous reality visit people able make impact theater world
0	dahmer resort standard slasher flick thrill mind killer miss major opportunity truly revelatory psyche
1	impressed many tit tat retaliatory response filmmaker allow pull plug conspirator avert american russian armageddon
1	interest new singular sort film experience find time well worth time
0	aggressively cheery pollyana reach barf bag
1	crackerjack entertainment nonstop romance music suspense action
0	director shekhar kapur screenwriter michael schiffer hossein amini try hard modernize reconceptualize thing barrier finally prove great
1	melodramatic predictable romantic comedy explore friendship filipino americans frantic effort find love
0	techno tux good laugh chan hewitt good design turn cheap knockoff recommend rental tuxedo
0	end cop happen john sam clue
1	screenplay never let forget bourne amoral assassin one pursue never really true
1	prefer soderbergh concentration lover tarkovsky mostly male mostly patriarchal debate society
1	bad movie nowhere near good original
1	path familiar first time director denzel washington top notch cast manage keep thing interesting
0	mark septuagenarian crusty treatment clever gimmick
0	problem rather dramatizing premise mo desplechin content state
0	rodriguez unable reproduce special spark character make first film delight
