	正解	予測	予測確率(ポジティブ)	単語列
373	1	1	0.7710546326616837	flirt batho patho oprahf world know still cut way break bone
374	0	0	0.2802667391467985	god behav idiot ye ben kingsley
375	1	1	0.7086850258788767	classic spy-act buddi movi entertain enough worth look
376	1	1	0.5877389740624877	visionari marvel lack depth storytel usual find anim
377	0	0	0.4496089181232931	pay full stale fact vibrant scene use clip brian de palma scarfac cheat
378	1	1	0.6903473362931031	seldom movi close match spirit man work
379	1	1	0.6844950157415047	wonder charact base comedi
380	1	1	0.5320708943612261	watch war photograph come believ nachtwey hate war show empath victim reveal
381	1	1	0.8453042724265997	visual fascin often intens charact studi father son loyalti duti
382	0	0	0.32495584597401944	wendigo want monster movi art hous crowd fall trap pretent almost everi time
383	1	1	0.8416374953507594	even rough edg safe sand american insomnia still pretti darn good
384	1	0	0.3613894470993694	roman polanski autobiograph gestur redempt better shindler list mere holocaust movi
385	0	0	0.14043456846165187	joke work fail miser end pumpkin far offens funni
386	1	1	0.6941104047268586	film remind vastli improv german version big fat greek wed better charact genuin quirki least measur style differ truli enjoy mostli martha ne
387	1	0	0.4599211180416661	conmovedora
388	1	1	0.6639752309120707	vast impli metropoli breathtak
389	0	0	0.2663796438062448	crime go writer director michael kale niko kill neighbor dog slight unendur
390	0	0	0.35679949546226336	find much fascin swing matter plumb arrang mind game erot sensuou charg think provok
391	0	0	0.10800771023172598	pretenti mess
392	1	1	0.5861652200530933	like quirki odd movi iron fun one
393	0	0	0.3444535683405522	isol moment creativ insan final lose thin soup humor
394	1	1	0.8684402058310252	entertain color action fill crime stori intim heart
395	1	1	0.6906869815735399	best movi mani moon passion sometim fuel best achiev time leav strand lesser appetit
396	0	0	0.3834399247605899	leav knot stomach power undercut head bang obvious
397	1	0	0.4708820702365672	uniqu sensual metaphor dramat sexual obsess spend bit much time fairli ludicr plot
398	1	1	0.54913885350927	symbol float butterfli spin styx sting bee want
399	0	0	0.37922818241739126	overal effect less child movi recruit film futur holli wood sellout
400	1	1	0.6405294405315887	hanek challeng confront realiti sexual aberr
401	0	0	0.3028302399485961	pictur errat central charact
402	1	0	0.4975373221381068	culkin virtual everi scene shine young man use sarcast lie shield
403	0	0	0.23355503681620024	poca idea interesant final boleto
404	0	1	0.6162453667525767	singularli put romant comedi
405	1	1	0.5960641193403209	comprehens dummi guid even non-techi enjoy
406	0	0	0.3343378713408448	solondz tri tri hard storytel fail provid much insight insid column tear book jacket
407	0	0	0.17268254083882545	downright transpar script endless assault embarrassingli ham fist sex joke reek script rewrit design garner film cooler pg rate
408	0	0	0.1389530062388326	movi end truckzilla cryin loud clue horribl wrong
409	1	1	0.6945003230913124	establish omin mood tension swiftli suspens never rise higher level nevertheless maintain throughout
410	1	1	0.7696803097866832	australian filmmak david flatman use huge screen format make old fashion natur film educ viewer word pictur entertain
411	0	0	0.3661008195120822	walk away realli know look want quit honestli care
412	0	0	0.43769405113577253	first cartoon ever look show project televis screen sport bar
413	1	1	0.5567127075365583	film pain authent perform young player utterli convinc
414	1	0	0.22278720307874167	film contriv artifici video game japanes teen play nightclub sequenc enjoy one
415	1	0	0.24855333239863028	never fail engag
416	0	0	0.19533895372200158	wallow charact frustrat movi busi contriv fals sitcom worthi solut problem
417	0	1	0.6511204384678921	armenian genocid deserv engag honest treatment
418	0	1	0.7566091269607363	best way hope chanc enjoy film lower expect lower bit
419	1	1	0.5254102762241082	olivi assaya elegantli appoint period drama seem time pad incid way conscienti adapt hour run time play closer
420	0	0	0.388974046187365	hoffman wait long turn movi unexpect direct even tone retain genteel prep school qualiti feel dusti leatherbound
421	0	0	0.4599211180416661	unwieldi contrapt
422	0	1	0.7143216139020829	lush beauti photograph suggest still make nice coffe tabl book ultim leav theater wonder peopl matter
423	0	0	0.37962249294277306	bear even wors imagin movi ever
424	0	0	0.22034573126689444	time alreadi better
425	1	1	0.8367213543606493	transform shakespear deepest tragedi smart new comedi
426	0	1	0.5143774898053559	sticki sweet sentiment clumsi plot rosili myopic view life wwii era mississippi delta undermin adapt
427	1	1	0.7881082025097368	rank willam best screen work
428	0	0	0.36121113096314666	worst kind independ one actor play dress hick ponder mope tri strike lightn captur predecessor
429	0	0	0.3837370473617068	braini artist mute almost point suffoc
430	0	0	0.48127462295515533	black white unrealist
431	1	1	0.8418591979236757	cho latest comic set sharp fresh one want still damn funni stuff
432	1	1	0.647643838409792	tunney allow build uncommonli human charact almost real live girl complet troubl hope
433	0	0	0.41109660059894837	littl film slovenli primit techniqu realli call anim
434	0	1	0.6356044685465294	citi sea gritti polic thriller dysfunct famili dynam wish wash project prime mysteri
435	1	1	0.7548815328427372	charm first movi still stori feel logic unforc continu career pair spi kid
436	1	0	0.40580853278215495	lazi enjoy formula comedi redeem star even lazier far less enjoy
437	1	1	0.8622875137563719	togeth tok orchestr buoyant darkli funni danc death process demonstr still lot life hong kong cinema
438	0	1	0.6550247334691948	even accept right frame mind provid much lenienc
439	0	1	0.5161289171757892	come close excit
440	0	1	0.8138048219188515	real world actor uncharismat beauti résumé load credit girl bar
441	1	1	0.7589239375500396	quiet treasur film savor
442	0	0	0.3202059492368117	reggio fall victim reli digit technolog fervent scorn creat meander inarticul ultim disappoint film
443	1	1	0.6409869528018062	bubba ho-tep wonder film bravura lead perform bruce campbel deserv leav build awar
444	0	0	0.39348049907784544	get fact reveng nerd revisit
445	0	0	0.2932935947617947	better invest worthi emi record serv soundtrack home video malfitano domingo product
446	0	0	0.24317215507330478	littl stylish exercis revision point doubt true serv rather thin moral know fabl
447	0	0	0.24964235004135174	end look hard bludgeon unconsci
448	1	1	0.8397555441960943	lee marvel compel present brown catalyst struggl black manhood restrict chaotic america sketchi nevertheless grip portrait jim brown celebr wonder spotlight
449	0	0	0.3451823290494743	sodden glum even moment suppos feel funni light
450	0	0	0.23923060258667353	overproduc piec dreck shockingli bad absolut unnecessari hmmm suggest wayward wooden one end stuff electr pencil sharpen
451	0	0	0.4307997894631879	script judgment sens weight way way
452	1	0	0.4740736588167634	mani insight moment
453	1	1	0.6564156307195106	sexi surpris romanc idemoto kim make gorgeou pair scene brim sexual possibl emot danger
454	1	0	0.4789814083815812	meticul uncov trail outrag forc crave conceal
455	0	0	0.23210699732864729	milieu wholli unconvinc histrion reach truli annoy pitch
456	0	1	0.6577346897428531	dylan thoma aliv wit first time director ethan hawk strain chelsea wall tempt chang landmark poem go gentl good theatr
457	0	0	0.39298045934252945	technic film interest insur commerci
458	1	1	0.6555653673189225	pianist lack quick emot connect steven spielb schindler list mo polanski creat imag even haunt mo spielb classic
459	1	1	0.7269630799486219	eleg eloqu medit death elus passion love
460	0	0	0.37328686160433977	young gun meet goodfella easili skippabl hayse versu greasebal mob action comedi
461	1	0	0.44807798463791154	meyj provoc film call exampl haphazard evil
462	0	0	0.4001461136769677	super violent super seriou super stupid
463	0	0	0.20544306268103324	john leguizamo dramat actor movi
464	0	1	0.6059889387999735	good job paint famili dynam audienc tri squeez mani element film
465	1	1	0.8246699706378513	deni physic spectacular qualiti film emot integr perform
466	1	0	0.4242591201177478	lack substanc make heart
467	0	0	0.3797155067945222	uzumaki interest social parallel defiant aesthet seem prostitut muse
468	0	1	0.5332091771603538	trap spi familiar well watch rerun
469	1	1	0.8619737545755969	averag come age tale elev wholesom twist peski mother interfer son discoveri homosexu
470	0	1	0.5773718511116764	well funnier
471	1	0	0.41150426203992263	piec fall togeth much surpris littl moment give boost
472	0	0	0.3734680647081916	fine idea film stultifi lifeless execut
473	1	1	0.7038130722160169	great documentari go truth ford administr complic tear orphan mother stumbl even compel
474	1	1	0.6740701197213395	color decept buoyant suddenli pull rug burkinab filmmak dani kouyat rework folk stori root go back centuri oral tradit also point polit allegori
475	1	1	0.7131116976054787	satisfyingli odd intrigu tale centuri half ago delight dour deadpan tone stylist consist
476	0	0	0.3832850111602802	troll cult section local video store real deal
477	0	1	0.71597156313376	even singl digit age abl recogn stori goofi even disney
478	0	0	0.31561258651317553	film throw togeth feel summer camp talent show hastili write underrehears arbitrarili plot fill crude humor vulgar innuendo
479	0	0	0.3170721655705391	hoffman quirk manner particularli penchant tear cue thing seem real small dose becom annoy artifici
480	0	0	0.45620247959111826	larg movi also number
481	1	1	0.6936088065099733	reign fire look make much thought best watch way
482	0	1	0.6051810234424454	good girl film talent undeni result underwhelm
483	0	1	0.5388704431426029	great idea becom great movi
484	0	0	0.16312636657221427	need badli virtual absent save dark humor feel poetic tragedi
485	1	0	0.4252027211749071	white oleand movi akin reader digest condens version sourc materi
486	0	0	0.31892575780070337	rehash everi gangster movi past decad
487	0	0	0.33067557299271166	best avoid imprison dull nerdi folk inhabit cherish
488	1	0	0.48757829692292814	film destin win wide summer audienc word mouth review far line find place studio anim classic
489	1	1	0.6235535338638951	metaphor opaqu enough avoid didactic film succeed emot access almost mystic work
490	0	0	0.4367406987009471	stori friendship proceed way watch soap opera rather chronicl down accompani lifelong friendship
491	0	0	0.21576613568049857	obviou obnoxi didact burlesqu
492	0	0	0.46096387129585886	littl add dark vision alreadi relay superb recent predecessor swim shark player latest skewer put insid outsid alik
493	0	0	0.397043309688583	bear paramount imprint bargain basement european pickup hard understand pick wiser soul tact pretend see leav lie
494	1	1	0.5078674059697332	part work incendiari geniu steer clear knee jerk reaction quick solut
495	1	1	0.5050308155818128	smith care make fun curiou owner architectur odditi instead show respect due
496	1	1	0.9115300906109073	thank small star big heart famili film sequel plenti fun
497	0	1	0.6132762503974871	maid manhattan prove easier chang sheet chang hackney concept come dream romant comedi
498	1	1	0.6857566710760181	ferrera charisma young woman know hold screen
499	1	0	0.2024296629922127	plot seem bit skinni side panic room interest suck make sweat
500	1	1	0.761227959549419	big gorgeou sprawl swashbuckl deliv divers grand uncompl fashion
